Word,SS,Lw,Ec,Ci,At,Li,EE,ME,Sp,Me,mean,,,
began,0.547748387,0.431421131,0.413282752,0.409061998,0.434354424,0.504347324,0.548267126,0.516810536,0.453910977,0.471838117,0.473104277,,,
personal,0.602354825,0.405298918,0.407042414,0.380545378,0.428391725,0.365933478,0.73196435,0.64271313,0.368008554,0.461579114,0.479383188,,,
subject,0.651056945,0.42307207,0.370643348,0.399048477,0.349336475,0.539529622,0.664052546,0.679919839,0.37854889,0.507829666,0.496303788,,,
interaction,0.732235312,0.533118904,0.527359009,0.454708844,0.607322931,0.606214762,0.78706944,0.671607494,0.580687046,0.584523261,0.6084847,,,
video,0.806708634,0.691686928,0.698676646,0.602613866,0.671496689,0.718833685,0.788438559,0.789099634,0.686256766,0.666874051,0.712068546,,,
transistor,0.918058097,0.83782053,0.848737597,0.724892855,0.851537585,0.801617682,0.945402443,0.92497021,0.713732243,0.816855788,0.838362503,,,
article,0.612154067,0.448916644,0.459614426,0.493199259,0.506614745,0.451420963,0.619161427,0.582212508,0.539731383,0.514561832,0.522758725,,,
described,0.330784529,0.21988897,0.152457967,0.243989572,0.255010277,0.225309044,0.362277925,0.437439263,0.259943634,0.277077168,0.276417835,,,
born,0.685991228,0.751796663,0.662944198,0.734216571,0.669000089,0.69772023,0.776339829,0.730598986,0.70170027,0.690996647,0.710130471,,,
integer,0.816454172,0.682126403,0.715725958,0.734850049,0.697313249,0.697743952,0.853948593,0.767019153,0.6096825,0.637766302,0.721263033,,,
report,0.624436915,0.495969057,0.496343911,0.433633745,0.481213838,0.530207038,0.617550433,0.601004422,0.500988185,0.558036804,0.533938435,,,
help,0.57825011,0.499807745,0.438367486,0.409425914,0.524276018,0.55143261,0.57133019,0.533521056,0.478555441,0.488541186,0.507350776,,,
parameter,0.77150774,0.617916822,0.419133306,0.416606605,0.479750574,0.525775075,0.682856083,0.677651525,0.451275051,0.511678576,0.555415136,,,
next,0.432024717,0.33385554,0.258370817,0.225949168,0.206640199,0.329063416,0.336588055,0.325043947,0.226108596,0.275502294,0.294914675,,,
industry,0.810736299,0.658678651,0.64608407,0.729923189,0.659559608,0.722357333,0.706980109,0.752637863,0.63792187,0.684486866,0.700936586,,,
institution,0.739849985,0.534870088,0.623017311,0.599901259,0.69950062,0.657982826,0.855383694,0.818729997,0.708874762,0.756780565,0.699489111,,,
stored,0.658081353,0.568622828,0.417616606,0.478268027,0.654541433,0.445580453,0.791364074,0.657467306,0.487156034,0.51227355,0.567097166,,,
complete,0.489685357,0.298861742,0.110705599,0.195317537,0.213133186,0.25443548,0.545778394,0.524929643,0.153191447,0.395791531,0.318182991,,,
purpose,0.500394404,0.473807037,0.229144469,0.366466045,0.418326497,0.386871696,0.592619181,0.546822429,0.443977118,0.370597988,0.432902686,,,
david,0.656138837,0.611390233,0.57979238,0.522913218,0.544365346,0.500053525,0.771158695,0.750697672,0.537305117,0.614873469,0.608868849,,,
position,0.529520452,0.327030927,0.352662057,0.313695967,0.332214355,0.480902135,0.498549312,0.570238531,0.416719139,0.420820653,0.424235353,,,
material,0.679435194,0.59125191,0.506400526,0.527198434,0.430080473,0.546413839,0.800893962,0.796902716,0.527513564,0.541802347,0.594789296,,,
context,0.606617868,0.460623443,0.399362206,0.421591997,0.474020094,0.434939563,0.558483481,0.469798207,0.398096383,0.41152519,0.463505843,,,
british,0.668402076,0.704233706,0.564979613,0.620142817,0.546430886,0.599532843,0.727645755,0.732785642,0.532178462,0.637206197,0.6333538,,,
boolean,0.796822786,0.787537873,1,1,0.751456439,0.589069247,0.808976531,0.717029035,1,1,0.845089191,,,
meaning,0.634865105,0.466941893,0.369476914,0.45364666,0.549612105,0.492693216,0.586752057,0.531344891,0.466161191,0.503588557,0.505508259,,,
day,0.47450605,0.51134634,0.439881355,0.391364753,0.456741095,0.450367332,0.468645632,0.479451776,0.42455551,0.456358135,0.455321798,,,
family,0.64663285,0.549212277,0.536861598,0.502125025,0.474761307,0.527896106,0.431847483,0.402619332,0.414995521,0.533280432,0.502023193,,,
parallel,0.491060823,0.562744498,0.039028253,0.202299312,0.313271582,0.310690939,0.605952859,0.653813422,0.28499186,0.251425892,0.371527944,,,
activity,0.720408201,0.524511814,0.455238938,0.483667523,0.51960355,0.599783063,0.68154937,0.713393629,0.597406089,0.59526372,0.58908259,,,
abstraction,0.733192444,0.515812457,0.454046518,0.463997304,0.49445197,0.476918876,0.795764446,0.685772479,0.568297565,0.499783367,0.568803743,,,
included,0.185170546,0.167670175,0.059780922,0.148925766,0.158598945,0.220557481,0.265600771,0.275421768,0.113969319,0.109084643,0.170478034,,,
led,0.476115167,0.407137841,0.351588964,0.347354859,0.368272305,0.447802782,0.473738432,0.512849271,0.386636078,0.449097991,0.422059369,,,
electrical,0.864310265,0.648682237,0.598206282,0.625682175,0.587747335,0.70950824,0.86310178,0.872924149,0.578965187,0.598305464,0.694743311,,,
home,0.600125074,0.479840279,0.509395719,0.420704424,0.471547574,0.489806801,0.547727883,0.575257897,0.437981397,0.523432553,0.50558196,,,
might,0.542407334,0.397804946,0.294996619,0.380723059,0.454402477,0.404030472,0.516118944,0.448713839,0.403135538,0.413272947,0.425560617,,,
long,0.211240709,0.193191916,0.126939327,0.215456039,0.318044275,0.401622593,0.285261333,0.311677337,0.301577419,0.215244517,0.258025546,,,
argument,0.622988522,0.310156226,0.405879229,0.323034346,0.417965204,0.4566845,0.704991817,0.494936675,0.424320668,0.440806627,0.460176381,,,
relationship,0.714677036,0.500098109,0.420935303,0.395654827,0.418552756,0.504746497,0.502331078,0.456092894,0.484465301,0.553255796,0.49508096,,,
prize,0.938550353,0.776359022,0.737869024,0.635167837,0.659897745,0.733872116,0.896342814,0.916942418,0.613011777,0.862966537,0.777097964,,,
board,0.746521592,0.600408673,0.50556314,0.486818641,0.582300425,0.578386009,0.717706144,0.77134037,0.484567136,0.635051787,0.610866392,,,
cost,0.715623379,0.609415233,0.597864985,0.567040801,0.69547981,0.682083786,0.764127254,0.728071988,0.613066316,0.675171494,0.664794505,,,
established,0.661858141,0.496098757,0.426039666,0.39592573,0.387740642,0.484579772,0.612930119,0.6340909,0.454527348,0.536338389,0.509012946,,,
per,0.687429488,0.557166576,0.629122853,0.60062474,0.624339938,0.637601137,0.70374769,0.669635594,0.644489288,0.641586304,0.639574361,,,
commonly,0.491336584,0.365483433,0.303097486,0.373762667,0.436529219,0.395033687,0.546595395,0.495471835,0.395418912,0.368643433,0.417137265,,,
whether,0.544167995,0.522124648,0.377515495,0.402825028,0.545242488,0.473636299,0.503146648,0.532305896,0.496314764,0.483819067,0.488109833,,,
show,0.497223854,0.419583499,0.269109398,0.245488465,0.354193181,0.433892667,0.393648058,0.405806333,0.4592022,0.401119202,0.387926686,,,
condition,0.618560493,0.516938567,0.446467638,0.472012609,0.523391008,0.518966317,0.590141058,0.576039135,0.427892625,0.460678965,0.515108842,,,
via,0.519261837,0.127185315,0.320720702,0.207419097,0.427529305,0.292186797,0.428868681,0.404305398,0.218164474,0.334911197,0.32805528,,,
body,0.559835374,0.473080248,0.364864916,0.385356843,0.481923521,0.425476938,0.56867218,0.596231997,0.404683083,0.502497971,0.476262307,,,
named,0.387900114,0.199698433,0.28371197,0.277448565,0.199210048,0.298002273,0.291694969,0.295711488,0.182555884,0.28131187,0.269724561,,,
press,0.748991847,0.666784704,0.609946728,0.577530205,0.584310174,0.576136768,0.720235646,0.706468344,0.509129167,0.624759734,0.632429332,,,
google,0.774778306,0.843548357,0.695752084,0.528459847,0.713261724,0.606018841,0.801185191,0.770295799,0.642474115,0.703764379,0.707953864,,,
content,0.802052319,0.516961098,0.517634809,0.390998334,0.536344528,0.544494987,0.745150208,0.609836102,0.647214115,0.43587786,0.574656436,,,
operator,0.619588077,0.417605042,0.103885487,0.380107015,0.499831587,0.447710276,0.608697534,0.508853018,0.201784983,0.3379893,0.412605232,,,
acm,0.849943876,0.685634375,0.523057401,0.472182184,0.59108001,0.63966912,0.84703958,0.727619886,1,0.562485278,0.689871171,,,
training,0.689676344,0.60037446,0.59589833,0.647893071,0.495602667,0.600183308,0.682049274,0.763639033,0.56588757,0.506548464,0.614775252,,,
symbol,0.620474696,0.506703317,0.394407749,0.331114531,0.466466993,0.451829463,0.613568544,0.674114347,0.363016576,0.466617227,0.488831344,,,
functional,0.505279362,0.487619191,0.279762238,0.177189365,0.433678776,0.414184034,0.617785931,0.46782884,0.410023272,0.261240959,0.405459197,,,
question,0.722232103,0.594041049,0.452553183,0.484239131,0.606491685,0.605756879,0.683366597,0.646012247,0.587231159,0.61033529,0.599225932,,,
provided,0.476469845,0.203544602,0.263192058,0.294842631,0.25143677,0.307774007,0.437000275,0.396358728,0.266133636,0.341409326,0.323816188,,,
released,0.623449564,0.602262914,0.374532253,0.510983527,0.701909661,0.57969439,0.62381047,0.616677046,0.537010193,0.526338458,0.569666848,,,
though,0.40933615,0.319663316,0.336114615,0.375343025,0.32856068,0.27920258,0.369978189,0.376458019,0.273038477,0.266436428,0.333413148,,,
said,0.43951425,0.392230093,0.327912927,0.460199207,0.387021601,0.332236767,0.392883569,0.485162646,0.381176621,0.373412818,0.39717505,,,
read,0.455983996,0.396290749,0.455368698,0.356262386,0.444758832,0.402288139,0.677959144,0.598779857,0.432984084,0.497939765,0.471861565,,,
least,0.498104542,0.352917254,0.186354682,0.347965121,0.353471905,0.372719973,0.341494292,0.401114643,0.322894961,0.354974717,0.353201209,,,
step,0.52623421,0.441178024,0.331945777,0.293257087,0.322747141,0.332173854,0.549099803,0.522053301,0.330191791,0.433419228,0.408230022,,,
index,0.840871215,0.651135743,0.669664025,0.574436665,0.533991158,0.602739513,0.653559446,0.733071983,0.615525961,0.659535468,0.653453118,,,
decision,0.614997983,0.451984972,0.45584017,0.459334731,0.450168014,0.533969164,0.545937002,0.628371418,0.502646267,0.48460418,0.51278539,,,
significant,0.520938396,0.419675648,0.410030365,0.375831604,0.390743822,0.344495356,0.521314859,0.445711046,0.421574712,0.450280249,0.430059606,,,
act,0.674389303,0.62773335,0.545066476,0.537508368,0.423832476,0.537837386,0.606010139,0.624459982,0.565602958,0.538633943,0.568107438,,,
goal,0.744225681,0.497754335,0.555543065,0.567308784,0.549225092,0.615780771,0.665290713,0.675376654,0.444814593,0.547953129,0.586327282,,,
implemented,0.448438019,0.386395305,0.3768076,0.270989984,0.370510191,0.348878771,0.574296236,0.492231339,0.251494765,0.340441614,0.386048383,,,
format,0.764081657,0.519269168,0.497446775,0.486697197,0.628408372,0.438000649,0.807661176,0.744348049,0.447069436,0.611340106,0.594432259,,,
description,0.395621002,0.352302402,0.253784329,0.325407743,0.370421082,0.279987305,0.570749998,0.512842774,0.34486717,0.393616587,0.379960039,,,
scope,0.538587511,0.501049459,0.455628604,0.246265784,0.373131305,0.254730284,0.510366201,0.409149379,0.286305815,0.419346213,0.399456055,,,
real,0.618842244,0.31289959,0.383018732,0.344662845,0.392336607,0.394758075,0.544367552,0.523961186,0.275066465,0.332294643,0.412220794,,,
rate,0.838146865,0.682957053,0.654163361,0.734786272,0.803698003,0.839350104,0.757702589,0.743509471,0.760830164,0.764150321,0.75792942,,,
english,0.650004864,0.551860094,0.583569825,0.541478455,0.518700898,0.439189494,0.693904579,0.70548749,0.525241554,0.618787408,0.582822466,,,
virtual,0.756401539,0.371079206,0.422727823,0.418167114,0.609560907,0.528877735,0.783135533,0.684310734,0.513102591,0.579402328,0.566676551,,,
force,0.655867875,0.599421322,0.601935446,0.487229317,0.543926716,0.604375303,0.675551772,0.650666833,0.583967328,0.568605065,0.597154698,,,
testing,0.717798471,0.55045712,0.447891623,0.543592811,0.615084767,0.643049717,0.743917823,0.75919652,0.477060378,0.623622417,0.612167165,,,
together,0.371918261,0.290301859,0.229063079,0.199226871,0.287187457,0.172171831,0.250257134,0.333818406,0.241990149,0.194900244,0.257083529,,,
TRUE,0.625359356,0.429487109,0.315298557,0.272610486,0.238618642,0.396603078,0.593060911,0.501790464,0.221386239,0.351520061,0.39457349,,,
module,0.52320534,0.723848701,0.358904421,0.56072104,0.488293111,0.52409333,0.578048825,0.628181934,0.441554397,0.501393557,0.532824466,,,
undergraduate,0.923286557,0.802545667,0.852088749,0.769870818,0.788274765,0.869282126,0.8950001,0.892423391,0.84424144,0.87868613,0.851569974,,,
execution,0.614100635,0.551039875,0.220107034,0.313435465,0.47370261,0.314935416,0.745877087,0.688415468,0.467690408,0.296347141,0.468565114,,,
able,0.564499915,0.447214991,0.448142707,0.420619637,0.565351605,0.495590061,0.577275038,0.536484838,0.418275893,0.501997113,0.49754518,,,
command,0.705310404,0.573537469,0.443496376,0.50911063,0.615702093,0.498047471,0.675581217,0.58705461,0.482173771,0.597326875,0.568734092,,,
produce,0.543384254,0.344578415,0.396293879,0.418057323,0.393075883,0.382713974,0.550543368,0.502000272,0.313251913,0.403524876,0.424742416,,,
laboratory,0.721877694,0.662979186,0.578851044,0.673907042,0.63358295,0.688868046,0.813468397,0.792418301,0.486018211,0.618843615,0.667081448,,,
requires,0.584696472,0.53166008,0.404491633,0.554055691,0.492065668,0.50874126,0.621292174,0.536556423,0.48311609,0.539485514,0.5256161,,,
cause,0.671045959,0.52871412,0.487105191,0.363455892,0.54910332,0.537605047,0.648239195,0.61236918,0.626993299,0.589883626,0.561451483,,,
relation,0.611042321,0.424105555,0.433864504,0.418440163,0.31978178,0.356058836,0.469596416,0.513162076,0.432298511,0.369032621,0.434738278,,,
doctor,0.822638392,0.6987499,0.517438471,0.651441813,0.780114412,0.607635438,0.767080605,0.82404691,0.638920248,0.653901994,0.696196818,,,
director,0.782764196,0.697117686,0.637789488,0.640995383,0.676475227,0.700909078,0.766778648,0.792296708,0.586237729,0.725071907,0.700643605,,,
back,0.446940511,0.510755539,0.301421493,0.416398317,0.383873075,0.497720838,0.457448274,0.466489077,0.374137074,0.3944484,0.42496326,,,
person,0.636009693,0.549983144,0.550063968,0.527953804,0.501639128,0.522672951,0.573040545,0.581151843,0.406205028,0.50590235,0.535462245,,,
signal,0.777065575,0.645982504,0.418800294,0.574158728,0.677039146,0.66152364,0.802450001,0.815868139,0.557037711,0.604927063,0.65348528,,,
directly,0.409314811,0.277741283,0.207770318,0.277636647,0.25056392,0.365490645,0.406978756,0.425137401,0.236188322,0.327038199,0.31838603,,,
late,0.613902748,0.569140136,0.542789876,0.458453238,0.556407928,0.559808433,0.633187473,0.512210727,0.459245086,0.522904456,0.54280501,,,
nature,0.689346254,0.546186447,0.411505818,0.421931595,0.43099916,0.552985191,0.651431322,0.554464102,0.519036829,0.562027156,0.533991387,,,
procedure,0.584619761,0.508551061,0.415326774,0.403526813,0.488431931,0.537064433,0.627783716,0.559185743,0.420825064,0.612547934,0.515786323,,,
stack,0.610613406,0.422632247,0.292553008,0.332081527,0.554933429,0.263823897,0.688029528,0.647598743,0.216196537,0.279475719,0.430793804,,,
give,0.371849746,0.228798762,0.298829943,0.227710173,0.301788241,0.328035444,0.34249562,0.418833733,0.269927025,0.266609609,0.305487829,,,
therefore,0.501850903,0.312136412,0.360520422,0.307094991,0.371652395,0.325319737,0.43065846,0.422398508,0.27628684,0.342180371,0.365009904,,,
india,0.862518311,0.759015501,0.691243947,0.784658909,0.806219101,0.75310874,0.811278403,0.846512079,0.738164067,0.699535966,0.775225502,,,
central,0.508158147,0.371771514,0.417936385,0.357172877,0.454354167,0.461693048,0.503064752,0.551350713,0.436536551,0.499569714,0.456160787,,,
require,0.652650476,0.503506005,0.465462506,0.471643955,0.526439011,0.566755354,0.68793577,0.598988831,0.510065258,0.547797501,0.553124467,,,
political,0.784281254,0.689350486,0.676713467,0.598370433,0.628509581,0.630382299,0.810319185,0.795005381,0.728643477,0.835885644,0.717746121,,,
amount,0.61732024,0.51289171,0.449754745,0.499580592,0.587462842,0.561166048,0.608209252,0.58646816,0.55904603,0.57025522,0.555215484,,,
ability,0.675402761,0.500268638,0.485238403,0.505193472,0.533327699,0.63616246,0.657721281,0.581701338,0.526809871,0.495882183,0.559770811,,,
requirement,0.740094185,0.653590858,0.470384419,0.602386713,0.686794043,0.636006773,0.780833304,0.760814369,0.557582736,0.648829043,0.653731644,,,
card,0.801056445,0.491416276,0.505667508,0.562484801,0.666931152,0.549186945,0.841150582,0.813431144,0.476773858,0.675387204,0.638348591,,,
find,0.494138896,0.330399722,0.384064287,0.373459905,0.45074144,0.475033998,0.471563786,0.487091213,0.375346959,0.375010967,0.421685117,,,
policy,0.771583259,0.67014575,0.599139452,0.536842227,0.702601731,0.687574148,0.782444775,0.793680727,0.640357435,0.754748881,0.693911839,,,
job,0.807456732,0.666655779,0.655287564,0.697333634,0.657767534,0.5509184,0.735331237,0.742895722,0.621367872,0.656595528,0.679161,,,
mark,0.499327004,0.296125531,0.234241366,0.323664427,0.334561348,0.37057218,0.657880723,0.567408323,0.15398483,0.353930533,0.379169627,,,
south,0.779204309,0.686457634,0.649877369,0.536261737,0.704751432,0.68259573,0.756241679,0.755013764,0.639782727,0.683379352,0.687356573,,,
period,0.650403798,0.541203856,0.45769158,0.56345284,0.492478043,0.500873923,0.61152035,0.60165441,0.571561217,0.548348248,0.553918827,,,
hash,0.78976351,0.772120595,0.413801074,0.312581956,0.651224911,1,0.733016372,0.569835961,0.308133483,1,0.655047786,,,
base,0.422377735,0.293725282,0.207722217,0.284888476,0.178821221,0.25590378,0.375534981,0.30046919,0.094436638,0.136168838,0.255004836,,,
associated,0.442430884,0.273882508,0.145734593,0.21411787,0.254532933,0.339557976,0.365578473,0.379104644,0.349024773,0.313599676,0.307756433,,,
academy,0.766325295,0.628160417,0.605478942,0.637200594,0.645438254,0.475091189,0.721715629,0.773946345,0.520726442,0.715619504,0.648970261,,,
medicine,0.883137345,0.748207986,0.681821406,0.607833445,0.706557751,0.773588657,0.77636981,0.850502908,0.799113572,0.695719182,0.752285206,,,
factor,0.695987046,0.529867828,0.440624684,0.526551187,0.500451803,0.569629848,0.616402626,0.631407142,0.525031388,0.603284836,0.563923839,,,
microsoft,0.816424012,0.650524616,0.569267452,0.704848886,0.782897651,0.711905122,0.849956274,0.797135174,0.6817469,0.764897943,0.732960403,,,
robert,0.595782459,0.568813622,0.650212586,0.520569324,0.424868137,0.498236418,0.788421929,0.714446485,0.510356545,0.655060649,0.592676815,,,
popular,0.540085316,0.459932655,0.374420851,0.407559484,0.454191983,0.47251752,0.495040417,0.466812938,0.498843819,0.41600135,0.458540633,,,
top,0.635816574,0.445110977,0.617869437,0.481725514,0.455914229,0.5177809,0.592895508,0.65888983,0.443425149,0.601345301,0.545077342,,,
biology,0.906455576,0.744942188,0.7275424,0.660811603,0.762767553,0.744955957,0.839169502,0.839941978,0.779743373,0.873771429,0.788010156,,,
along,0.17319268,0.197486028,0.12852788,0.203451768,0.118546031,0.230821222,0.243507355,0.224380866,0.024095206,0.174314022,0.171832306,,,
received,0.624934554,0.509800494,0.399061531,0.38928169,0.524947584,0.537626505,0.599460244,0.657003343,0.335996538,0.582564116,0.51606766,,,
increase,0.732789159,0.55641675,0.534343004,0.594114125,0.650705576,0.679792583,0.680570841,0.686592519,0.564496398,0.582146823,0.626196778,,,
done,0.394178718,0.180394784,0.196088433,0.208253697,0.239201307,0.280197263,0.349004626,0.397048861,0.184733897,0.352934211,0.27820358,,,
c++,0.843055189,0.748252273,1,1,0.674071908,0.705784798,0.869432628,0.727750301,1,1,0.85683471,,,
limited,0.503091753,0.28751564,0.361437976,0.254805326,0.396141052,0.312038481,0.511635184,0.370643586,0.284664989,0.231828034,0.351380202,,,
additional,0.471515685,0.136304766,0.130692557,0.275743991,0.21844171,0.276608884,0.399888903,0.373018742,0.292229623,0.308343828,0.288278869,,,
market,0.750340164,0.683456123,0.58316344,0.603732347,0.652339101,0.675421953,0.670724332,0.661579251,0.573633552,0.620737672,0.647512794,,,
view,0.573597789,0.403311312,0.448598623,0.423050135,0.434499562,0.375151724,0.506141663,0.500051856,0.429594308,0.438566417,0.453256339,,,
kind,0.402609915,0.284742653,0.278859526,0.260546178,0.338070899,0.272109538,0.423915774,0.361522079,0.350367099,0.251239359,0.322398302,,,
fundamental,0.620038867,0.475018948,0.376972288,0.445222139,0.371799439,0.392920941,0.595754504,0.604878306,0.339670688,0.363453269,0.458572939,,,
aspect,0.597496212,0.445511758,0.351805627,0.384521902,0.446680367,0.390494257,0.583619416,0.584148884,0.42124939,0.42376709,0.46292949,,,
referred,0.402329028,0.214338645,0.17640765,0.32823202,0.351825774,0.236240804,0.478854328,0.446060002,0.223537579,0.270293504,0.312811933,,,
awarded,0.823610008,0.709280729,0.586701393,0.715471864,0.665474355,0.654513121,0.82136786,0.790202379,0.583984375,0.733153462,0.708375955,,,
register,0.47581622,0.3356359,0.317473829,0.320439875,0.475666791,0.384605676,0.868879437,0.74481374,0.287134618,0.382486463,0.459295255,,,
framework,0.711404026,0.536891043,0.450112879,0.480052143,0.417680442,0.404025614,0.762253761,0.66458565,0.406838447,0.548383296,0.53822273,,,
last,0.360655248,0.298436284,0.254357815,0.29690966,0.221205473,0.241329253,0.285457283,0.31789121,0.219974771,0.274218082,0.277043508,,,
advanced,0.59174794,0.452517688,0.377473593,0.276270002,0.453196615,0.452515513,0.634122014,0.652562797,0.292642742,0.462618589,0.464566749,,,
specification,0.77619338,0.524759769,0.372692436,0.413859665,0.630673945,0.576798081,0.764259875,0.60631609,0.385555089,0.482973486,0.553408182,,,
especially,0.538208067,0.504317045,0.369615734,0.439749151,0.434684634,0.383916199,0.534137845,0.494495183,0.484238625,0.451120406,0.463448289,,,
publication,0.665639997,0.549023926,0.480177671,0.404059917,0.428706855,0.444013476,0.680226743,0.594636142,0.542331278,0.598401427,0.538721743,,,
interest,0.587249696,0.389817059,0.301533371,0.287463635,0.326435477,0.387459964,0.423032731,0.45689258,0.434831738,0.406605512,0.400132176,,,
wide,0.672902107,0.384099513,0.345446527,0.329803795,0.467437625,0.536752701,0.713687718,0.574275076,0.467986792,0.436066508,0.492845836,,,
simulation,0.829734862,0.705662727,0.691953778,0.648045182,0.699412048,0.755061507,0.79374814,0.794059038,0.643173397,0.626043618,0.71868943,,,
needed,0.571109176,0.380991131,0.427585214,0.45536691,0.384793341,0.448570669,0.62764281,0.482025027,0.405636013,0.380659521,0.456437981,,,
separate,0.446157813,0.393932223,0.153006911,0.172565654,0.280966431,0.258363426,0.400443822,0.381181777,0.192709669,0.334228843,0.301355657,,,
lead,0.453893304,0.322018623,0.196493864,0.301849633,0.313225329,0.394210607,0.416882098,0.385959297,0.24627088,0.389138162,0.34199418,,,
north,0.726719797,0.650454044,0.613298357,0.539157748,0.612105668,0.639577866,0.684253812,0.699556768,0.55233556,0.621190548,0.633865017,,,
proposed,0.56523937,0.376735717,0.216133893,0.341394335,0.302078903,0.382052243,0.54096961,0.480132699,0.296503991,0.368317693,0.386955845,,,
core,0.387233406,0.478292495,0.189421549,0.171322405,0.32451418,0.196127743,0.66426158,0.644060671,0.338829011,0.39474833,0.378881137,,,
office,0.673468232,0.586698651,0.566767514,0.493898571,0.600852489,0.564585209,0.713832319,0.704910755,0.569298863,0.634425759,0.610873836,,,
apple,0.73226589,0.723507166,0.571359634,0.706600487,0.736671627,0.511124074,0.86113137,0.809465826,0.652409017,0.559695601,0.686423069,,,
mathematician,0.868769348,0.752709806,0.733747602,0.766574442,0.755046368,0.78315109,0.869390011,0.894313633,0.827586472,0.826464295,0.807775307,,,
indian,0.820307612,0.688210726,0.752833545,0.613462985,0.722056031,0.714646876,0.879087329,0.852748811,0.72671634,0.586173475,0.735624373,,,
equivalent,0.56000644,0.380322486,0.291992366,0.343251705,0.332973033,0.266888022,0.535208285,0.595821142,0.283234179,0.456620902,0.404631856,,,
music,0.792318344,0.737227201,0.686863124,0.727828145,0.741607308,0.72760123,0.807366967,0.823236108,0.754588187,0.766905725,0.756554234,,,
fact,0.480453163,0.355313241,0.256733477,0.328679323,0.266819328,0.276027054,0.312060773,0.376760215,0.277836442,0.228008404,0.315869142,,,
reading,0.536269903,0.379878134,0.491255343,0.457463592,0.447821379,0.430281311,0.52380693,0.55893147,0.408399612,0.436313361,0.467042103,,,
mechanism,0.689457178,0.517891407,0.476582438,0.488419086,0.577263772,0.529389977,0.777337849,0.693446934,0.483757675,0.491137803,0.572468412,,,
equation,0.885492861,0.818751335,0.707626581,0.746332109,0.752410769,0.773936033,0.879089415,0.889297247,0.593957603,0.821268201,0.786816216,,,
platform,0.71591109,0.584087312,0.548901618,0.341091841,0.614557624,0.50205934,0.665670693,0.621443152,0.395518422,0.565839112,0.555508021,,,
section,0.310968816,0.349326402,0.192708492,0.209226832,0.094264135,0.267760396,0.299163818,0.384499937,0.116003953,0.29708162,0.25210044,,,
statistic,0.865380466,0.552655816,0.51980108,0.512662351,0.658749402,0.645044386,0.752085268,0.788725495,0.492968887,0.723424494,0.651149765,,,
hall,0.839233398,0.637232363,0.743795574,0.664947689,0.635864973,0.685177088,0.769855559,0.820584953,0.655632555,0.8336761,0.728600025,,,
2011,0.512710154,0.460018992,0.511286497,0.341075242,0.445698678,0.473228306,0.483287543,0.48749429,0.394806951,0.377843857,0.448745051,,,
logical,0.777344465,0.662715256,0.506608129,0.336476564,0.561558783,0.590414464,0.843372405,0.77260083,0.668752253,0.566426098,0.628626925,,,
difference,0.526120543,0.29546544,0.350791395,0.392370671,0.312030017,0.381253332,0.46963498,0.471951425,0.341126084,0.322942585,0.386368647,,,
disk,0.743712068,0.716508031,0.531344891,0.455496073,0.673910677,0.46228978,0.890590787,0.76689738,0.549535751,0.578132868,0.636841831,,,
chemistry,0.881562531,0.737802207,0.71939224,0.611867785,0.726609945,0.719914794,0.834643543,0.899229169,0.751891017,0.824754536,0.770766777,,,
left,0.359547436,0.196873352,0.116864592,0.175257593,0.292918593,0.299125284,0.334302694,0.355993301,0.258772582,0.275039583,0.266469501,,,
total,0.626585662,0.453268826,0.469196677,0.48031947,0.55278641,0.560375094,0.557868004,0.596912324,0.442363143,0.473552614,0.521322823,,,
division,0.591347337,0.440103024,0.355470866,0.433356464,0.438865155,0.448994428,0.700770438,0.624065399,0.455325842,0.606006801,0.509430575,,,
2008,0.46468991,0.440680295,0.352185905,0.405252904,0.416953683,0.419574708,0.45628652,0.474414498,0.412218988,0.426612645,0.426887006,,,
age,0.690301478,0.529815853,0.663427234,0.654413164,0.502644181,0.52101016,0.655447006,0.666433156,0.646709323,0.620419085,0.615062064,,,
across,0.648096979,0.432698607,0.374202758,0.422736257,0.44807905,0.483232945,0.467821062,0.466417581,0.341355503,0.427479327,0.451212007,,,
object-oriented,0.820944071,0.666669965,1,1,0.701265216,1,0.82331121,0.721974015,1,1,0.873416448,,,
january,0.564501166,0.458996922,0.435196131,0.357139438,0.480925709,0.506694078,0.524128795,0.47364831,0.443354845,0.527772903,0.47723583,,,
practical,0.641350806,0.435552686,0.339540094,0.4149459,0.457843184,0.444611788,0.686362565,0.646604478,0.305264264,0.344968975,0.471704474,,,
running,0.55671829,0.356156081,0.250233024,0.291597664,0.338026553,0.203516155,0.545625627,0.494038552,0.21222207,0.334411442,0.358254546,,,
2010,0.537580609,0.443476915,0.424959481,0.351304471,0.427816033,0.437750816,0.442998618,0.438183188,0.401417106,0.393427879,0.429891512,,,
june,0.531094551,0.488152444,0.444443673,0.389786541,0.469324946,0.473434806,0.523153007,0.491588682,0.424562991,0.492936432,0.472847807,,,
always,0.487293243,0.325779885,0.277423739,0.384475946,0.388681501,0.430906057,0.404631674,0.418071568,0.326086789,0.353206605,0.379655701,,,
linear,0.715778172,0.591137946,0.404710352,0.502407134,0.445577085,0.524754465,0.67974335,0.71907568,0.273098618,0.557157993,0.541344079,,,
paradigm,0.763730347,0.460876107,0.490232706,0.443401396,0.503021479,0.43095696,0.816949785,0.546630263,0.385553092,0.428912967,0.52702651,,,
